Subject,Age,Ethnicity,Sex,Block,TargetFeature,Lag,T1Pos,T2Pos,T2isT1,T1SPE,T2SPE,T1RespPos,T2RespPos,T1Resp,T2Resp,T1Conf,T2Conf,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
10,19,Hispanic or Latino,female,4,Annulus,2,8,10,0,0,-3,8,7,F,R,2,1,H,L,Q,G,S,J,R,F,Z,X,Y,C,A,I,B,V,K,E,T,W,P,O,D,N,M,U
10,19,Hispanic or Latino,female,4,Annulus,9,6,15,0,0,1,6,16,C,E,2,3,S,A,K,G,I,C,R,Y,V,B,W,Z,N,U,D,E,H,L,X,M,O,F,P,J,Q,T
10,19,Hispanic or Latino,female,4,Annulus,3,7,10,0,-5,1,2,11,C,G,1,1,N,C,J,F,Z,E,Q,R,P,U,G,D,V,T,H,O,A,K,M,W,L,I,B,S,X,Y
10,19,Hispanic or Latino,female,4,Annulus,2,6,8,0,0,-1,6,7,U,X,2,2,C,S,T,L,I,U,X,Z,R,A,E,V,D,M,F,J,H,O,G,K,Q,N,Y,B,W,P
10,19,Hispanic or Latino,female,4,Annulus,6,8,14,0,0,-1,8,13,W,R,3,1,U,E,J,L,A,T,Q,W,S,P,G,D,R,N,M,O,H,Y,K,B,X,Z,C,V,I,F
10,19,Hispanic or Latino,female,4,Annulus,6,7,13,0,0,0,7,13,H,U,3,3,P,G,B,K,T,M,H,S,A,L,I,X,U,N,Z,Q,V,O,R,W,Y,C,F,J,E,D
10,19,Hispanic or Latino,female,4,Annulus,9,8,17,0,0,1,8,18,U,B,3,2,R,E,K,T,F,V,S,U,Z,P,Y,O,Q,J,L,I,H,B,C,N,W,G,X,M,A,D
10,19,Hispanic or Latino,female,4,Annulus,3,10,13,0,0,-4,10,9,R,T,3,2,U,D,M,G,S,Q,I,N,T,R,L,K,X,F,J,P,W,E,V,O,Y,B,H,Z,C,A
10,19,Hispanic or Latino,female,4,Annulus,2,8,10,1,1,-2,9,8,S,T,1,1,E,M,K,L,F,H,C,T,S,B,X,Y,W,Z,G,J,N,P,I,A,O,U,R,Q,V,D
10,19,Hispanic or Latino,female,4,Annulus,2,9,11,0,0,11,9,22,C,D,1,1,V,W,F,E,Q,B,Z,O,C,N,U,M,R,X,A,P,Y,T,S,L,K,D,G,J,I,H
10,19,Hispanic or Latino,female,4,Annulus,3,8,11,1,-1,-3,7,8,M,D,3,1,Z,J,V,H,S,E,M,D,C,B,L,F,I,U,X,W,Q,Y,P,N,O,T,G,R,K,A
10,19,Hispanic or Latino,female,4,Annulus,9,8,17,0,-1,0,7,17,W,O,2,3,D,H,Y,K,L,Q,W,X,T,F,J,M,A,N,I,B,O,V,U,C,S,P,R,Z,E,G
10,19,Hispanic or Latino,female,4,Annulus,3,9,12,0,0,2,9,14,A,Y,3,1,Q,I,H,U,N,V,P,B,A,C,S,W,M,Y,L,E,R,G,K,Z,J,X,D,F,T,O
10,19,Hispanic or Latino,female,4,Annulus,9,9,18,0,0,0,9,18,M,S,3,3,B,D,Q,A,P,J,R,Y,M,N,X,U,E,L,I,C,Z,S,T,G,O,F,K,H,W,V
10,19,Hispanic or Latino,female,4,Annulus,1,7,8,1,-2,-1,5,7,V,B,1,3,C,G,L,O,V,D,B,Y,M,H,Q,F,T,N,X,U,R,I,E,A,J,S,K,Z,W,P
10,19,Hispanic or Latino,female,4,Annulus,2,9,11,0,-1,-1,8,10,Q,E,2,2,O,L,U,C,H,K,S,Q,D,E,J,G,I,X,W,M,P,A,R,N,Z,B,V,T,F,Y
10,19,Hispanic or Latino,female,4,Annulus,1,9,10,0,0,0,9,10,R,O,2,1,X,K,P,S,A,L,D,J,R,O,M,Q,U,W,E,C,F,N,G,Z,I,H,Y,T,V,B
10,19,Hispanic or Latino,female,4,Annulus,1,9,10,0,1,-2,10,8,H,I,2,1,U,D,V,M,J,G,S,I,X,H,O,C,K,N,Y,A,T,L,Z,B,R,E,F,W,Q,P
10,19,Hispanic or Latino,female,4,Annulus,6,7,13,0,0,0,7,13,H,A,1,3,B,E,U,I,V,X,H,T,S,D,R,C,A,K,F,M,Q,O,Y,N,Z,P,G,W,L,J
10,19,Hispanic or Latino,female,4,Annulus,3,7,10,1,1,-3,8,7,A,E,3,,T,S,U,K,G,V,E,A,F,H,D,J,I,Y,P,B,X,N,C,W,L,Q,M,Z,O,R
10,19,Hispanic or Latino,female,4,Annulus,9,6,15,0,1,0,7,15,D,C,2,2,P,U,V,F,X,N,D,J,A,R,K,O,T,H,C,E,B,I,Z,W,L,Q,G,S,Y,M
10,19,Hispanic or Latino,female,4,Annulus,9,10,19,0,0,0,10,19,T,U,2,3,K,I,Q,A,Z,F,M,Y,L,T,S,E,W,C,R,G,O,N,U,X,J,P,V,D,B,H
10,19,Hispanic or Latino,female,4,Annulus,1,10,11,0,-6,0,4,11,F,E,,2,I,W,K,F,N,A,Q,M,P,J,E,X,C,Y,U,L,B,T,G,R,D,V,S,H,O,Z
10,19,Hispanic or Latino,female,4,Annulus,6,10,16,0,-1,1,9,17,P,Z,2,3,O,G,K,D,V,E,R,A,P,F,J,X,U,T,N,S,Z,I,H,W,L,M,C,B,Q,Y
10,19,Hispanic or Latino,female,4,Annulus,3,9,12,0,0,1,9,13,E,A,2,3,M,B,Z,W,Y,O,J,U,E,Q,R,P,A,D,G,X,V,C,T,S,H,I,K,F,N,L
10,19,Hispanic or Latino,female,4,Annulus,1,8,9,0,1,-3,9,6,E,T,2,1,I,C,L,X,B,T,M,Z,E,Y,N,S,G,P,W,F,A,R,H,U,Q,O,K,J,D,V
10,19,Hispanic or Latino,female,5,Annulus,3,10,13,0,-1,-2,9,11,E,B,2,2,L,H,V,U,T,C,W,X,E,Q,B,N,I,R,F,S,J,M,K,A,D,Z,P,G,Y,O
10,19,Hispanic or Latino,female,5,Annulus,2,9,11,0,0,-1,9,10,A,R,3,1,Z,K,U,X,G,F,W,P,A,R,L,C,E,D,B,Y,I,S,H,O,M,J,V,N,Q,T
10,19,Hispanic or Latino,female,5,Annulus,2,7,9,0,-1,3,6,12,I,A,3,2,C,V,N,W,H,I,J,R,Q,P,B,A,U,E,X,M,O,S,T,Y,Z,L,D,G,K,F
10,19,Hispanic or Latino,female,5,Annulus,2,6,8,1,-1,-2,5,6,Z,I,2,3,J,G,N,C,Z,I,D,Q,L,M,Y,B,F,A,E,O,W,S,P,U,R,X,V,T,H,K
10,19,Hispanic or Latino,female,5,Annulus,9,8,17,0,-1,0,7,17,W,T,3,3,R,Y,P,F,E,S,W,N,L,O,H,Q,J,V,A,M,T,I,D,C,X,K,G,U,Z,B
10,19,Hispanic or Latino,female,5,Annulus,6,10,16,0,-1,1,9,17,C,E,2,2,G,U,S,H,X,F,B,A,C,Y,P,J,M,N,I,O,E,W,D,L,T,V,R,K,Z,Q
10,19,Hispanic or Latino,female,5,Annulus,9,7,16,0,-1,0,6,16,G,M,2,3,P,C,U,V,J,G,L,Q,T,N,I,H,F,S,Z,M,D,W,A,K,O,Y,X,R,B,E
10,19,Hispanic or Latino,female,5,Annulus,3,9,12,0,-1,-5,8,7,N,M,3,2,Q,L,B,C,S,R,M,N,W,H,V,Z,J,X,I,D,O,K,U,P,F,E,G,A,Y,T
10,19,Hispanic or Latino,female,5,Annulus,1,8,9,1,-1,-1,7,8,E,B,1,3,M,S,O,F,H,N,E,B,Q,Y,K,V,W,J,L,I,G,U,A,D,P,X,Z,C,R,T
10,19,Hispanic or Latino,female,5,Annulus,2,10,12,0,0,1,10,13,N,M,2,1,Q,D,H,R,L,F,O,C,A,N,T,J,M,S,U,W,E,I,B,Z,V,K,Y,P,X,G
10,19,Hispanic or Latino,female,5,Annulus,1,6,7,0,1,-6,7,1,V,U,1,1,U,J,Y,X,N,O,V,K,F,C,I,Z,B,D,T,M,G,A,E,P,W,Q,L,H,S,R
10,19,Hispanic or Latino,female,5,Annulus,9,10,19,0,0,0,10,19,A,N,3,2,B,K,I,U,P,V,T,Q,F,A,Z,R,Y,O,H,S,X,D,N,E,M,J,L,G,W,C
10,19,Hispanic or Latino,female,5,Annulus,9,8,17,0,0,0,8,17,Y,Z,2,2,E,O,D,T,W,R,H,Y,X,C,J,Q,P,G,N,U,Z,A,K,F,L,S,I,V,M,B
10,19,Hispanic or Latino,female,5,Annulus,3,8,11,1,-1,-3,7,8,M,B,3,2,N,D,L,E,G,A,M,B,F,I,P,Z,J,H,X,W,C,T,V,Y,U,Q,S,O,R,K
10,19,Hispanic or Latino,female,5,Annulus,3,6,9,0,0,-2,6,7,R,N,3,1,V,Z,U,H,F,R,N,W,M,X,D,Y,B,P,J,T,S,Q,K,O,E,C,I,L,G,A
10,19,Hispanic or Latino,female,5,Annulus,1,6,7,0,0,0,6,7,Z,A,1,3,F,J,E,G,W,Z,A,U,M,P,I,V,D,N,X,C,B,S,K,H,R,T,Q,Y,L,O
10,19,Hispanic or Latino,female,5,Annulus,3,9,12,0,0,-2,9,10,M,C,3,1,N,W,O,U,S,K,G,H,M,C,T,Z,Y,D,E,X,F,J,V,A,B,L,R,Q,I,P
10,19,Hispanic or Latino,female,5,Annulus,2,6,8,0,0,2,6,10,Y,C,3,1,Q,U,L,D,M,Y,O,V,H,C,N,T,W,A,E,J,G,F,P,X,I,B,R,S,K,Z
10,19,Hispanic or Latino,female,5,Annulus,3,6,9,0,1,-4,7,5,Z,P,2,3,R,A,J,L,P,V,Z,Y,S,Q,X,M,G,T,O,K,N,H,D,C,B,E,I,U,W,F
10,19,Hispanic or Latino,female,5,Annulus,6,9,15,0,-4,0,5,15,N,C,2,3,E,I,J,A,N,O,M,D,V,Y,G,F,L,T,C,Q,S,X,R,Z,U,W,B,P,H,K
10,19,Hispanic or Latino,female,5,Annulus,9,9,18,0,1,0,10,18,A,G,3,3,Y,W,S,K,C,O,M,X,Q,A,D,B,L,F,Z,P,J,G,T,R,V,U,H,E,N,I
10,19,Hispanic or Latino,female,5,Annulus,1,10,11,0,0,-3,10,8,H,R,2,2,S,A,P,U,T,N,Y,R,Q,H,J,E,C,W,F,O,M,B,D,K,V,L,X,Z,I,G
10,19,Hispanic or Latino,female,5,Annulus,3,8,11,1,1,-3,9,8,A,B,3,2,W,Q,R,D,H,O,I,B,A,C,K,U,V,J,X,F,S,E,Y,P,G,N,M,Z,L,T
10,19,Hispanic or Latino,female,5,Annulus,1,7,8,0,0,-6,7,2,S,B,3,1,Y,B,G,L,M,D,S,Z,F,W,C,P,K,O,V,I,T,A,E,U,Q,X,J,N,H,R
10,19,Hispanic or Latino,female,5,Annulus,6,7,13,0,-1,0,6,13,A,F,3,3,X,D,V,H,L,A,K,U,Y,J,N,E,F,C,B,Z,P,G,T,I,M,S,Q,W,O,R
10,19,Hispanic or Latino,female,5,Annulus,9,10,19,0,-1,0,9,19,P,M,3,3,S,L,T,N,R,I,Z,U,P,Q,E,Y,C,J,V,G,F,O,M,K,B,W,A,D,H,X
10,19,Hispanic or Latino,female,5,Annulus,3,10,13,1,-1,-3,9,10,M,X,2,3,J,N,A,S,O,Y,K,U,M,X,G,W,I,E,F,C,D,V,Z,L,H,R,Q,T,B,P
10,19,Hispanic or Latino,female,5,Annulus,2,10,12,1,-1,-2,9,10,R,X,1,1,T,B,O,N,H,S,Z,M,R,X,W,K,A,L,D,F,C,G,J,I,V,P,U,Y,Q,E
10,19,Hispanic or Latino,female,5,Annulus,6,10,16,0,0,1,10,17,N,D,3,3,I,T,S,A,Z,W,M,P,V,N,X,Y,H,O,Q,U,D,L,R,F,J,G,E,C,B,K
10,19,Hispanic or Latino,female,5,Annulus,9,6,15,0,0,0,6,15,U,M,2,3,X,Z,B,D,Q,U,R,E,V,F,H,J,A,P,M,G,W,K,L,I,C,S,O,Y,T,N
10,19,Hispanic or Latino,female,5,Annulus,3,7,10,1,-2,-3,5,7,L,V,1,1,J,T,W,D,L,K,V,B,U,R,F,C,G,O,I,A,P,H,M,N,Y,S,Q,Z,X,E
10,19,Hispanic or Latino,female,5,Annulus,9,6,15,0,1,0,7,15,R,W,2,3,S,P,K,Y,Q,N,R,O,D,Z,M,C,B,U,W,F,T,J,V,L,G,I,H,E,X,A
10,19,Hispanic or Latino,female,5,Annulus,9,9,18,0,1,0,10,18,P,G,2,3,M,I,L,F,C,S,H,Q,J,P,T,Y,B,R,D,K,N,G,X,W,U,V,A,E,Z,O
10,19,Hispanic or Latino,female,5,Annulus,2,9,11,0,0,-4,9,7,W,Y,3,1,R,M,D,V,T,H,Y,O,W,S,I,Z,P,L,N,A,J,E,U,C,K,B,Q,G,F,X
10,19,Hispanic or Latino,female,5,Annulus,6,8,14,0,-1,0,7,14,M,E,2,3,G,Z,A,B,S,N,M,P,C,O,W,J,V,E,U,X,F,K,Q,R,D,H,L,T,Y,I
10,19,Hispanic or Latino,female,5,Annulus,2,8,10,0,-1,-1,7,9,E,Z,2,2,K,Y,M,H,L,P,E,V,Z,N,F,G,S,D,O,R,T,U,W,X,B,I,A,J,C,Q
10,19,Hispanic or Latino,female,5,Annulus,3,7,10,0,0,1,7,11,A,E,3,3,G,V,D,F,Z,I,A,Q,P,S,E,O,J,B,H,M,L,W,U,X,N,R,C,K,Y,T
10,19,Hispanic or Latino,female,5,Annulus,1,9,10,1,-1,-1,8,9,A,I,3,2,L,S,D,Y,N,P,O,A,I,T,W,B,U,E,C,K,M,X,R,H,J,F,V,G,Z,Q
10,19,Hispanic or Latino,female,5,Annulus,6,9,15,0,-1,0,8,15,B,T,3,3,Y,Z,K,P,E,J,Q,B,V,W,X,R,F,U,T,G,M,L,S,N,D,A,O,I,H,C
10,19,Hispanic or Latino,female,5,Annulus,6,6,12,0,1,0,7,12,A,P,3,3,M,U,W,Q,T,O,A,H,E,I,G,P,D,R,L,N,Z,V,K,C,J,S,X,Y,F,B
10,19,Hispanic or Latino,female,5,Annulus,1,9,10,1,-1,-1,8,9,F,K,1,3,N,C,M,E,R,U,Y,F,K,Q,V,T,Z,B,P,X,D,S,G,L,O,A,I,J,W,H
10,19,Hispanic or Latino,female,5,Annulus,9,7,16,0,-1,0,6,16,Z,W,2,3,R,Q,G,A,U,Z,Y,L,E,X,C,B,S,T,V,W,I,K,F,J,P,N,H,D,O,M
10,19,Hispanic or Latino,female,5,Annulus,6,7,13,0,1,0,8,13,A,E,3,2,J,U,N,G,M,Z,B,A,T,R,W,S,E,X,Q,L,F,I,Y,C,H,O,P,D,K,V
10,19,Hispanic or Latino,female,5,Annulus,6,8,14,0,-1,1,7,15,Q,A,2,3,S,L,W,G,X,O,Q,D,R,K,Y,T,C,H,A,I,V,J,N,Z,U,F,P,M,E,B
10,19,Hispanic or Latino,female,5,Annulus,2,8,10,0,-1,2,7,12,S,A,1,1,T,O,B,X,N,D,S,V,Q,K,C,A,Y,I,F,L,G,J,U,P,W,Z,E,H,M,R
10,19,Hispanic or Latino,female,5,Annulus,6,6,12,0,1,2,7,14,M,A,1,2,B,N,C,X,O,V,M,W,G,K,L,S,Z,A,R,D,J,P,H,U,E,Y,I,Q,T,F
10,19,Hispanic or Latino,female,5,Annulus,1,10,11,0,-2,-7,8,4,W,V,1,2,E,Z,M,V,D,K,C,W,X,B,F,Q,S,Y,L,I,O,P,J,A,N,R,G,U,H,T
10,19,Hispanic or Latino,female,5,Annulus,1,7,8,0,0,0,7,8,Y,C,1,3,J,W,U,O,I,P,Y,C,S,T,D,Q,M,N,Z,E,V,R,K,A,L,H,F,X,G,B
10,19,Hispanic or Latino,female,5,Annulus,2,7,9,0,0,-1,7,8,W,A,1,3,M,P,K,J,Q,N,W,A,S,Y,D,T,I,H,L,E,O,X,R,C,U,B,F,V,Z,G
10,19,Hispanic or Latino,female,5,Annulus,1,8,9,0,0,0,8,9,X,Y,2,3,L,H,E,S,I,K,D,X,Y,O,F,B,G,Q,W,A,Z,C,M,V,P,T,J,N,U,R
11,18,White/Caucasian,female,1,Annulus,3,7,10,,,,,,,,,,Q,Y,L,W,O,B,J,C,F,P,R,Z,X,T,E,A,I,D,V,K,U,N,S,H,G,M
11,18,White/Caucasian,female,1,Annulus,3,7,10,,,,,,,,,,H,K,L,E,B,Q,W,J,A,X,I,M,T,G,O,R,F,P,U,S,D,Y,C,N,Z,V
11,18,White/Caucasian,female,1,Annulus,2,7,9,,,,,,,,,,J,I,R,F,A,Y,C,M,S,V,K,L,T,X,Z,D,U,W,G,Q,E,N,B,H,P,O
11,18,White/Caucasian,female,1,Annulus,1,8,9,,,,,,,,,,A,Q,U,M,V,C,X,G,P,K,Y,E,I,L,D,F,J,N,Z,R,B,W,O,S,T,H
11,18,White/Caucasian,female,1,Annulus,9,6,15,,,,,,,,,,O,W,S,H,L,A,F,K,B,N,I,T,D,Q,C,U,P,J,V,R,G,Z,E,X,M,Y
11,18,White/Caucasian,female,1,Annulus,6,7,13,,,,,,,,,,D,G,K,S,X,O,Y,Q,Z,J,P,U,T,M,H,F,L,A,W,R,C,B,N,V,E,I
11,18,White/Caucasian,female,1,Annulus,1,6,7,,,,,,,,,,M,B,J,K,Q,I,H,C,V,N,X,E,Z,Y,F,G,T,L,P,R,O,U,S,D,W,A
11,18,White/Caucasian,female,1,Annulus,9,9,18,,,,,,,,,,B,T,C,K,M,G,L,U,W,Y,O,X,Z,F,S,N,D,Q,P,I,R,V,E,H,J,A
11,18,White/Caucasian,female,1,Annulus,6,9,15,,,,,,,,,,D,A,J,L,T,W,H,P,M,B,E,R,O,K,N,S,U,Y,F,V,X,Z,I,G,Q,C
11,18,White/Caucasian,female,1,Annulus,6,10,16,,,,,,,,,,H,I,M,E,G,W,Y,F,Z,L,T,S,D,A,V,J,K,C,X,O,P,Q,N,U,B,R
11,18,White/Caucasian,female,2,Annulus,6,10,16,0,0,1,10,17,I,W,1,2,J,T,A,E,D,Q,O,L,N,I,S,Z,U,C,B,K,W,F,H,G,X,M,V,Y,P,R
11,18,White/Caucasian,female,2,Annulus,9,8,17,0,7,1,15,18,M,B,1,1,U,G,S,J,Y,Q,L,O,R,Z,X,T,P,K,M,E,V,B,N,H,C,I,W,F,A,D
11,18,White/Caucasian,female,2,Annulus,6,9,15,0,1,1,10,16,H,M,2,2,V,E,O,L,C,Y,X,K,J,H,T,R,Q,N,B,M,G,D,F,U,Z,P,W,S,A,I
11,18,White/Caucasian,female,2,Annulus,1,10,11,0,0,-9,10,2,S,E,3,1,W,E,T,Q,G,H,Z,X,L,S,D,M,C,V,B,K,P,O,U,I,J,A,R,Y,F,N
11,18,White/Caucasian,female,2,Annulus,2,9,11,0,1,-4,10,7,D,E,2,1,P,K,M,N,S,X,E,F,G,D,O,Z,U,T,H,V,I,J,A,Q,Y,W,B,L,R,C
11,18,White/Caucasian,female,2,Annulus,2,6,8,0,1,16,7,24,J,A,3,1,B,Q,V,D,Y,N,J,I,F,G,W,X,M,T,H,E,P,C,O,K,L,Z,U,A,R,S
11,18,White/Caucasian,female,2,Annulus,6,7,13,0,9,1,16,14,H,O,1,2,Z,J,D,S,M,X,U,R,C,P,T,W,F,O,B,H,N,G,Q,E,Y,A,I,K,V,L
11,18,White/Caucasian,female,2,Annulus,3,6,9,0,19,15,25,24,H,E,1,1,V,D,A,T,L,I,R,O,N,U,M,S,F,B,J,Q,G,Z,P,Y,C,X,K,E,H,W
11,18,White/Caucasian,female,2,Annulus,3,10,13,0,1,-2,11,11,R,R,2,2,E,P,O,D,Y,C,S,U,F,G,R,X,T,I,M,K,N,L,Z,H,W,A,Q,B,J,V
11,18,White/Caucasian,female,2,Annulus,3,6,9,0,1,11,7,20,H,E,1,1,M,F,N,C,Z,P,H,B,R,W,K,U,V,D,S,X,L,I,J,E,O,Y,A,Q,T,G
11,18,White/Caucasian,female,2,Annulus,1,8,9,0,1,-2,9,7,J,Y,2,1,A,W,D,Z,Q,R,Y,T,J,O,X,N,C,U,L,G,I,K,S,P,M,H,F,B,V,E
11,18,White/Caucasian,female,2,Annulus,6,6,12,0,-1,2,5,14,P,A,2,1,I,Q,D,W,P,Z,X,L,O,T,G,H,N,A,J,F,K,Y,U,M,V,E,R,B,C,S
11,18,White/Caucasian,female,2,Annulus,2,10,12,0,0,5,10,17,A,H,2,1,J,W,S,Z,F,U,Q,C,T,A,K,L,M,B,E,I,H,D,V,P,R,N,X,O,G,Y
11,18,White/Caucasian,female,2,Annulus,1,7,8,0,1,8,8,16,R,Y,2,1,P,I,K,C,D,Z,N,R,U,O,X,Q,T,F,S,Y,W,M,B,G,J,E,L,V,A,H
11,18,White/Caucasian,female,2,Annulus,3,8,11,1,5,-3,13,8,N,Y,1,1,K,C,Q,W,M,Z,O,Y,G,V,R,U,N,D,L,P,X,B,T,S,I,A,E,J,H,F
11,18,White/Caucasian,female,2,Annulus,6,9,15,0,0,1,9,16,W,H,2,2,Q,N,L,Z,Y,S,D,M,W,O,R,V,E,B,T,H,C,X,K,I,P,U,J,A,G,F
11,18,White/Caucasian,female,2,Annulus,1,6,7,0,1,17,7,24,W,A,2,1,Q,U,H,T,Y,S,W,F,R,L,Z,I,E,J,X,V,P,K,M,B,N,D,G,A,O,C
11,18,White/Caucasian,female,2,Annulus,2,8,10,0,-1,-8,7,2,E,I,1,1,M,I,X,F,K,V,E,L,D,Z,J,Q,U,S,R,B,W,Y,N,P,G,T,O,H,A,C
11,18,White/Caucasian,female,2,Annulus,9,10,19,0,-2,1,8,20,M,K,1,2,Q,E,A,R,H,W,S,M,B,J,Z,T,X,C,L,Y,P,U,N,K,V,F,G,I,O,D
11,18,White/Caucasian,female,2,Annulus,9,6,15,0,1,0,7,15,H,V,1,2,A,T,R,I,F,Q,H,U,L,J,C,X,W,Z,V,S,D,K,B,E,O,P,N,G,M,Y
11,18,White/Caucasian,female,2,Annulus,6,8,14,0,-1,0,7,14,W,S,2,2,X,Z,M,T,O,K,W,R,N,I,A,D,L,S,C,V,Y,U,G,F,B,E,J,P,H,Q
11,18,White/Caucasian,female,2,Annulus,2,9,11,0,1,-3,10,8,M,E,2,1,Z,A,U,Y,X,R,F,E,D,M,J,L,I,T,P,G,Q,H,C,V,B,W,N,S,K,O
11,18,White/Caucasian,female,2,Annulus,9,7,16,0,1,1,8,17,S,R,3,2,T,C,X,U,N,B,J,S,I,W,Z,E,D,A,P,L,R,H,Y,F,M,V,K,Q,O,G
11,18,White/Caucasian,female,2,Annulus,3,10,13,0,0,-2,10,11,M,Y,3,1,B,L,D,T,O,J,K,P,V,M,Y,H,F,I,N,X,R,C,W,U,G,Z,E,Q,S,A
11,18,White/Caucasian,female,2,Annulus,1,6,7,0,-1,0,5,7,H,U,1,1,Q,M,A,N,H,V,U,I,B,Y,X,J,E,K,S,W,Z,P,C,R,D,L,T,O,G,F
11,18,White/Caucasian,female,2,Annulus,6,8,14,0,,0,,14,,I,1,2,P,Z,A,B,D,O,M,U,V,H,C,N,Y,I,R,K,J,G,Q,S,W,X,L,T,F,E
11,18,White/Caucasian,female,2,Annulus,9,7,16,0,1,0,8,16,W,B,2,2,Z,Q,M,R,Y,U,A,W,H,O,X,P,F,V,L,B,E,N,J,D,K,T,C,I,S,G
11,18,White/Caucasian,female,2,Annulus,3,8,11,1,1,-3,9,8,H,I,2,1,X,J,F,A,B,K,U,I,H,O,E,L,D,M,Y,S,P,Z,C,N,G,W,Q,V,T,R
11,18,White/Caucasian,female,2,Annulus,3,7,10,0,2,-7,9,3,R,E,1,1,T,H,E,Q,I,A,C,J,R,Z,S,V,B,W,K,G,Y,L,N,M,P,X,F,O,U,D
11,18,White/Caucasian,female,2,Annulus,1,9,10,0,1,2,10,12,L,E,2,1,V,T,W,B,J,H,F,U,X,L,Q,E,Y,D,A,O,K,N,S,Z,G,M,I,R,P,C
11,18,White/Caucasian,female,2,Annulus,1,10,11,0,2,3,12,14,E,I,1,1,G,J,B,Y,N,S,P,U,O,F,C,E,R,I,Z,A,X,T,W,V,H,Q,D,L,K,M
11,18,White/Caucasian,female,2,Annulus,1,9,10,0,-1,3,8,13,W,E,2,1,B,K,L,H,N,R,Z,W,X,I,V,M,E,Y,U,G,P,S,F,J,Q,D,O,C,T,A
11,18,White/Caucasian,female,2,Annulus,3,7,10,0,1,2,8,12,D,E,2,1,M,S,X,K,O,R,U,D,Y,H,Z,E,B,G,Q,F,L,I,J,C,W,V,P,N,A,T
11,18,White/Caucasian,female,2,Annulus,2,7,9,0,1,-4,8,5,S,A,1,2,Z,U,C,F,A,X,T,S,Y,B,Q,E,N,P,K,J,R,D,O,M,G,L,V,I,H,W
11,18,White/Caucasian,female,2,Annulus,6,10,16,0,0,2,10,18,Y,W,2,2,M,S,I,R,O,A,E,K,U,Y,Q,L,X,H,B,G,Z,W,V,C,N,T,J,F,D,P
11,18,White/Caucasian,female,2,Annulus,3,9,12,0,2,12,11,24,M,A,2,1,Z,E,U,G,I,W,C,R,O,S,M,L,T,J,K,B,H,Q,D,X,Y,N,V,A,P,F
11,18,White/Caucasian,female,2,Annulus,2,8,10,0,1,3,9,13,V,I,2,1,Y,T,W,S,U,Z,H,X,V,J,F,K,I,R,L,A,D,O,M,B,N,Q,P,C,G,E
11,18,White/Caucasian,female,2,Annulus,2,10,12,0,-1,5,9,17,W,R,2,1,J,P,V,Y,S,G,X,L,W,E,I,N,Z,K,H,T,R,B,D,M,O,A,U,F,Q,C
11,18,White/Caucasian,female,2,Annulus,2,7,9,0,0,14,7,23,W,E,2,1,H,P,V,G,F,K,W,Z,T,Y,D,U,M,C,R,Q,L,N,J,B,I,S,E,A,X,O
11,18,White/Caucasian,female,2,Annulus,9,6,15,0,1,0,7,15,A,O,2,2,N,R,U,G,V,P,A,M,Q,S,K,Y,E,X,O,L,J,H,C,I,W,B,D,F,Z,T
11,18,White/Caucasian,female,2,Annulus,1,8,9,0,0,8,8,17,A,Y,2,1,X,P,Q,G,B,D,R,A,J,S,C,I,E,F,O,N,Y,V,H,L,T,W,M,Z,K,U
11,18,White/Caucasian,female,2,Annulus,9,8,17,0,-1,0,7,17,M,N,1,2,D,Z,E,T,F,C,M,B,J,U,A,G,S,P,H,W,N,O,Q,K,I,V,Y,R,L,X
11,18,White/Caucasian,female,2,Annulus,6,6,12,0,7,0,13,12,O,D,1,2,T,W,N,G,P,Y,Q,H,L,A,K,D,O,S,J,E,C,I,F,V,R,M,U,X,B,Z
11,18,White/Caucasian,female,2,Annulus,1,7,8,1,0,-1,7,7,K,K,1,1,F,W,H,G,L,P,K,Q,O,Z,T,C,V,E,S,B,M,U,Y,X,D,J,I,N,A,R
11,18,White/Caucasian,female,2,Annulus,9,10,19,0,1,1,11,20,S,N,1,2,H,P,D,U,O,M,W,Y,I,A,S,R,C,Q,V,J,G,E,Z,N,B,T,L,F,X,K
11,18,White/Caucasian,female,2,Annulus,6,7,13,0,-1,1,6,14,Y,K,,1,A,E,G,W,P,Y,R,B,Q,C,H,J,I,K,Z,N,F,O,L,T,S,V,U,M,X,D
11,18,White/Caucasian,female,2,Annulus,2,6,8,0,3,0,9,8,D,G,1,1,E,Y,W,J,S,O,K,G,D,Q,P,U,T,L,F,C,X,M,B,R,I,A,Z,H,N,V
11,18,White/Caucasian,female,2,Annulus,3,9,12,0,1,8,10,20,B,D,1,1,H,G,A,M,J,X,W,K,F,B,Y,S,L,U,C,Q,N,O,R,D,Z,E,T,V,P,I
11,18,White/Caucasian,female,2,Annulus,9,9,18,0,-2,-10,7,8,W,I,2,1,P,F,M,L,Z,V,W,I,H,U,O,D,R,C,T,E,A,J,Q,X,S,Y,G,K,N,B
11,18,White/Caucasian,female,2,Annulus,9,9,18,0,0,-3,9,15,R,A,2,1,W,Z,T,S,V,Q,D,U,R,C,M,I,B,X,A,G,L,F,Y,P,J,K,H,N,E,O
